id,title,content,date,created_at,updated_at,link,organizer,typesite,typeid
531,Lungapalooza! 2013,"<P><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">Pack up the lawnchairs, the kids and the family dog and join the Lung Transplant Foundation for an exciting afternoon of live music, food and fun at our annual flagship fundraiser, Lungapalooza!</SPAN></P>
<P><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">Lungapalooza! is a family-friendly event that will include prizes, raffles, a cornhole tournament, a doggie fashion show and plenty of activities for children.  Hear  from lung transplant reciepients, donor families and advocates.</SPAN></P>
<P><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">The event includes an annual walk for breath.  This year's one-mile walk, themed ""Take a Walk in These Shoes"" reveals startling truths about lung transplantation and the Lung Transplant Foundation's vision to improve the long-term outcomes of lung transplant recipients. </SPAN></P>
<P><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">Lungapalooza! is a <SPAN STYLE=""text-decoration: underline;""><STRONG>FREE</STRONG></SPAN> event and is open to the public.  Your support and generosity is essential and appreciated!  <STRONG></STRONG></SPAN></P>
<P><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;""><STRONG><SPAN STYLE=""text-decoration: underline;""><BR></SPAN></STRONG></SPAN></P>
<P><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: medium;""><STRONG><SPAN STYLE=""text-decoration: underline;"">In addition to registering now to attend, you can help in many ways.</SPAN></STRONG></SPAN></P>
<P><SPAN STYLE=""background-color: #ffffff; font-size: small;""><SPAN STYLE=""font-family: arial,helvetica,sans-serif;""><A HREF=""mailto:bill@lungapalooza.com"" TARGET=""_blank""><SPAN STYLE=""background-color: #ffffff;""><STRONG>SPONSOR</STRONG> </SPAN></A></SPAN></SPAN><SPAN STYLE=""background-color: #ffffff; color: #0000ff; font-size: small;""><SPAN STYLE=""font-family: arial,helvetica,sans-serif;""><SPAN STYLE=""text-decoration: underline;""><A HREF=""mailto:bill@lungapalooza.com"" TARGET=""_blank""><SPAN STYLE=""background-color: #ffffff; color: #0000ff; text-decoration: underline;""><BR></SPAN></A></SPAN><SPAN STYLE=""color: #000000;""><SPAN STYLE=""background-color: #ffffff; color: #000000;"">Contact us about </SPAN><SPAN STYLE=""background-color: #ffffff; color: #000000;"">s</SPAN><SPAN STYLE=""background-color: #ffffff; color: #000000;"">ponsorship opportunities/raffle items</SPAN></SPAN></SPAN></SPAN></P>
<P><SPAN STYLE=""background-color: #ffffff; color: #0000ff; font-size: small;""><SPAN STYLE=""font-family: arial,helvetica,sans-serif;""><STRONG><A HREF=""http://www.eventbrite.com/lungapalooza.eventbrite.com"" TARGET=""_blank""><SPAN STYLE=""background-color: #ffffff; color: #0000ff;""><SPAN STYLE=""color: #000000;"">ENCOURAGE A FRIEND TO ATTEND LUNGAPALOOZA!</SPAN> </SPAN></A></STRONG><A HREF=""https://www.firstgiving.com/LTF/lungapalooza-2013-a-walk-for-breath""><SPAN STYLE=""background-color: #ffffff; color: #0000ff;""><BR></SPAN></A></SPAN></SPAN></P>
<P><SPAN STYLE=""background-color: #ffffff; font-size: small;""><SPAN STYLE=""font-family: arial,helvetica,sans-serif;""><A HREF=""https://www.firstgiving.com/Npo/40736/Donation?designId=40910""><SPAN STYLE=""background-color: #ffffff;""><STRONG>DONATE</STRONG></SPAN></A></SPAN></SPAN><SPAN STYLE=""background-color: #ffffff; color: #0000ff; font-size: small;""><SPAN STYLE=""font-family: arial,helvetica,sans-serif;""><A HREF=""https://www.firstgiving.com/Npo/40736/Donation?designId=40910""><SPAN STYLE=""background-color: #ffffff; color: #0000ff;""><BR></SPAN></A><SPAN STYLE=""background-color: #ffffff; color: #000000;"">Make a contribution to the Lung Transplant Foundation</SPAN></SPAN></SPAN></P>
<P><SPAN STYLE=""background-color: #ffffff; font-size: small;""><SPAN STYLE=""font-family: arial,helvetica,sans-serif;""><STRONG><A HREF=""https://www.firstgiving.com/LTF/lungapalooza-2013-a-walk-for-breath/teams""><SPAN STYLE=""background-color: #ffffff;"">DONATE TO A TEAM</SPAN></A></STRONG></SPAN></SPAN><SPAN STYLE=""background-color: #ffffff; color: #0000ff; font-size: small;""><SPAN STYLE=""font-family: arial,helvetica,sans-serif;""><A HREF=""https://www.firstgiving.com/LTF/lungapalooza-2013-a-walk-for-breath/teams""><SPAN STYLE=""background-color: #ffffff; color: #0000ff;""><BR></SPAN></A><SPAN STYLE=""background-color: #ffffff; color: #0000ff;""><SPAN STYLE=""color: #000000;"">Make a contribution to a Lungapalooza! fundraising team</SPAN></SPAN></SPAN></SPAN></P>
<P><SPAN STYLE=""background-color: #ffffff; font-size: small;""><SPAN STYLE=""font-family: arial,helvetica,sans-serif;""><STRONG><A HREF=""https://www.firstgiving.com/fundraiseforanevent/31707#panel/0""><SPAN STYLE=""background-color: #ffffff;"">FUNDRAISE</SPAN></A></STRONG></SPAN></SPAN><SPAN STYLE=""background-color: #ffffff; font-size: small;""><SPAN STYLE=""font-family: arial,helvetica,sans-serif;""><A HREF=""https://www.firstgiving.com/fundraiseforanevent/31707#panel/0""><SPAN STYLE=""background-color: #ffffff;""><STRONG> - Form your own fundraising team!</STRONG> </SPAN></A></SPAN></SPAN><SPAN STYLE=""background-color: #ffffff; color: #0000ff; font-size: small;""><SPAN STYLE=""font-family: arial,helvetica,sans-serif;""><SPAN STYLE=""background-color: #ffffff; color: #0000ff;""><SPAN STYLE=""color: #000000;""><BR>Raise Funds for Lungapalooza and Win!</SPAN><BR><SPAN STYLE=""color: #000000;"">Besides the satisfaction of knowing that you helped fund life-giving research, </SPAN><BR><SPAN STYLE=""color: #000000;"">You can win a vacation at this beautiful cabin in Highlands, NC.  </SPAN><BR><SPAN STYLE=""color: #000000;"">This prize will be awarded to the top fundraiser at this year's Lungapalooza!</SPAN><BR><SPAN STYLE=""color: #000000;"">Join or start a team https://www.firstgiving.com/LTF/lungapalooza-2013-a-walk-for-breath/teams</SPAN> </SPAN><A HREF=""https://www.firstgiving.com/fundraiseforanevent/31707#panel/0""><SPAN STYLE=""background-color: #ffffff; color: #0000ff;""><BR></SPAN></A></SPAN></SPAN></P>
<P><SPAN STYLE=""background-color: #ffffff; color: #0000ff; font-size: small;""><SPAN STYLE=""font-family: arial,helvetica,sans-serif;""><SPAN STYLE=""background-color: #ffffff; color: #0000ff;""><BR></SPAN></SPAN></SPAN></P>
<P><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">Thank you for your support! We look forward to seeing you at this year's event!</SPAN></P>
<P><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;""><BR></SPAN></P>
<P><STRONG><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small; color: #0000ff;"">Hotel Discounts are available: </SPAN></STRONG><BR><BR><STRONG><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">Coming in from out of town?</SPAN></STRONG><BR><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">A limited number of rooms are available at the Marriott's Residence Inn RTP at a rate of $79.  Just ask for Beth.</SPAN><BR><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">201 Residence Inn Blvd. · Durham, North Carolina 27713 | (919) 361-1266</SPAN><BR><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">THANKS RESIDENCE INN FOR YOUR CONTINUED SUPPORT!</SPAN><BR><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">http://www.marriott.com/hotels/travel/rdudr-residence-inn-durham-research-triangle-park/</SPAN><BR><BR><STRONG><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">Staying over on Sunday Evening?</SPAN></STRONG><BR><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">201 Foster Street, Durham, NC 27701</SPAN><BR><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">PHONE: 919.768.6000</SPAN><BR><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">Enjoy a room just 2 blocks away from Lungapalooza at the Durham Marriott City Center at a discounted rate of $119 + tax</SPAN><BR><SPAN STYLE=""font-family: arial,helvetica,sans-serif; font-size: small;"">www.marriott.com/rducv</SPAN><BR><BR></P>
<P><BR> </P>
<P ALIGN=""center""><STRONG>Lungapalooza! Agenda</STRONG><BR><STRONG>Sunday October 13,</STRONG><STRONG> | Durham Central Park, Durham, NC</STRONG><BR><STRONG>1:00p – 5:00p</STRONG></P>
<P> </P>
<P ALIGN=""center"">12:30<STRONG><BR>Registration Opens</STRONG></P>
<P> </P>
<P ALIGN=""center"">1:00</P>
<P ALIGN=""center""><STRONG>Welcome<BR>Gayle Hurd, Event Mistress of Ceremonies</STRONG></P>
<P ALIGN=""center"">Live Music by Last Day Gray<BR>Cornhole Tournament Begins<BR>Children’s Activities open<BR>Raffle Stations open<BR><BR><BR></P>
<P ALIGN=""center""><STRONG>Opening Remarks</STRONG><BR>Jeff Goldstein, Chairman<BR>LTF Board of Directors</P>
<P> </P>
<P ALIGN=""center""><STRONG>Live Music</STRONG><BR>Last Day Gray</P>
<P> </P>
<P ALIGN=""center""><STRONG>Donor Family Perspective</STRONG><BR>Donate Life NC</P>
<P> </P>
<P ALIGN=""center""><STRONG>Musical Tribute</STRONG><BR>Torrie Welton Patterson</P>
<P> </P>
<P ALIGN=""center""><STRONG>Prayer</STRONG><BR>Pastor Brian Barndt</P>
<P> </P>
<P ALIGN=""center""><STRONG>Keynote Speaker</STRONG><BR>Tiffany Christensen<BR>Lung Transplant Recipient & advocate</P>
<P ALIGN=""center""> <BR><STRONG>Recognition of Transplant Recipients</STRONG></P>
<P> </P>
<P ALIGN=""center""><STRONG>Line Dancing with Tina B.</STRONG><BR>Tina Moore Brown<BR>President and CEO, DanceN2Shape<BR>Lead by transplant recipients</P>
<P> </P>
<P ALIGN=""center""><STRONG>Walk the Dog</STRONG><BR>Dog Costume and Fashion Show</P>
<P ALIGN=""center""><BR><STRONG>Why We Walk “Walking a Mile in Our Shoes”</STRONG><BR><EM>*The importance of the walk, the Hate Rejection Education initiative</EM></P>
<P> </P>
<P ALIGN=""center""><STRONG>1 Mile Walk for Breath</STRONG><BR>Last Day Grey Playing</P>
<P> </P>
<P ALIGN=""center""><STRONG>Walk Concludes</STRONG><BR>*Music continues: Last Day Gray</P>
<P> </P>
<P ALIGN=""center""><STRONG>Special Presentations, Acknowledgements & Closing Remarks</STRONG><BR>Announcement of Raffle Winners<BR>Cornhole Winners<BR>Survivor award<BR>New Life award<BR>LTF Pride Award<BR>Volunteer Award<BR>Impact Awards</P>
<P> </P>
<P ALIGN=""center""><STRONG>Closing Celebration</STRONG><BR>Lung Transplant Recipient Historic Photo<BR>Release of Balloons<BR>Line Dancing</P>
<P> <IMG TITLE=""1 Mile Walk for Breath"" SRC=""https://evbdn.eventbrite.com/s3-s3/eventlogos/14895415/lungapalooza2k13walkroutedraft.png"" ALT=""1 Mile Walk for Breath"" WIDTH=""526"" HEIGHT=""595""></P>",2013-10-13,2013-10-04 09:00:26.045744,2013-10-04 09:00:26.045744,http://lungapalooza-SRCH.eventbrite.com,Lung Transplant Foundation,,
875,Bowling,</p>,2014-02-08,2014-01-08 09:01:43.514824,2014-01-08 09:01:43.514824,http://www.meetup.com/Raleigh-Nerd-Herd/events/158806302/,Raleigh Nerd Herd,,
876,hrzdcef oaalyna,"reuidusjbohmfufdi, [url=http://www.uqgflhbogx.com/]tnqnuqiris[/url] ",1994-02-02,2014-01-08 09:01:44.315434,2014-02-01 19:08:15.319236,http://www.aogdmnpcwa.com/,google,,
671,Downtown Raleigh Meetup,"<p>Are you a designer or developer? Come hang out with the crew at UserVoice for the day at our offices in downtown Raleigh (right above the Raleigh Times). It's a really cool space! Free beer and coffee will be provided. Lunch will be at one of the nearby restaurants.</p>
<p>So come! Bring your laptop! Hang out with cool people. Talk about what you are building. And get some work done.</p>",2013-11-13,2013-11-08 09:02:09.277957,2013-11-08 09:02:09.277957,http://www.meetup.com/Happy-Nomadders/events/149079822/,Designer/Dev Nomadders,,
672,Main Meeting: How do you stay current in our warp speed environment?,"<p>With Visual Studio releasing yearly, web sites releasing monthly, daily or even hourly how can you as a developer stay current? We will have a panel of experts in web development discuss several questions that will help you grow as a developer and determine which trends to care about and which to ignore. On the panel will be.</p>
<p>· Derik Whittaker – Pluralsight author.</p>
<p>· Jim Duffy – Microsoft Regional Director</p>
<p>· Chip Burris – CTO  Shiftwizard.com</p>
<p>· Rob Zelt – CTO <a href=""http://vstrator.com/"">vstrator.com</a></p>
<p><b>Meeting Agenda:</b> <br />

</p>
<p>5:30-6:00 - Welcome/Food  <br />

 6:00-6:15 - Announcements  <br />

 <b>6:15-7:45 - Panel Discussion</b> <br />

 7:45-8:00 - Give-aways</p>
 <br />",2013-11-13,2013-11-08 09:02:09.299062,2013-11-08 09:02:09.299062,http://www.meetup.com/TRINUG/events/145632972/,Triangle .NET User Group,,
673,RTP Lunch,<p>Please invite friends and people you work with that you think would be interested in talking about agile software dev!</p>,2013-11-21,2013-11-08 09:02:09.332874,2013-11-08 09:02:09.332874,http://www.meetup.com/Agile-Lunches-Raleigh-Durham/events/148366482/,Agile Lunches,,
674,Develop a SharePoint App in 45 Minutes,"<p><b>Session Overview:</b></p>
<p>Creating compelling enhancements to SharePoint through .Net code is easier than ever with the most recent developer tools from Microsoft. Learn to take advantage of these tools to quickly develop and deploy new SharePoint solutions. Includes information on Visual Studio 2012 with SharePoint 2010 and SharePoint 2013. Also get a quick introduction to the SharePoint App Model with the Napa Tools for Office 365. Familiarity with HTLML, Javascript, C# code and Visual Studio will help understand this class, but basic SharePoint concepts that wouldn't be familiar to those new to SharePoint will be explained.</p>
<p> <br />

</p>
<p><b>Speaker Overview:</b></p>
<p>Tom Resing is well versed in helping customers take advantage of the features of SharePoint. As a Systems Engineer at Jive Software, he strives to find the right level of SharePoint customization for every business. His skills have earned him the Microsoft Certified Master certification in SharePoint 2007 and the Microsoft MVP award in 2012.</p>
<p>Tom shares his knowledge through a variety of mediums. He has coauthored books on SharePoint 2010 and SharePoint 2013, and has spoken at many SharePoint conferences on Business Connectivity Services (BCS).</p>
<p>Aside from his technology interests, Tom is an avid community supporter and entrepreneur. Along with his wife, he owns two learning and development centers for children in San Antonio. You can read Tom’s latest thoughts on SharePoint on his blog (<a href=""http://tomresing.com"">http://tomresing.com</a>) and short messages on Twitter (@resing).</p>
 <br />",2013-12-03,2013-11-08 09:02:09.361131,2013-11-08 09:02:09.361131,http://www.meetup.com/TRISPUG/events/149678912/,Triangle SharePoint User Group,,
675,"Raleigh Discussion of ""The User Experience Team of One""","<p>The last book of 2013 will be ""User Experience Team of One"" by Leah Buley.</p>
<p><span>This discussion will be at Centerline in Raleigh. There is a separate listing for the <a href=""http://www.meetup.com/triupa-book-club/events/149086572/"">Durham discussion</a> on Wednesday, December 11th. Snacks and drinks will be provided.</span></p>
<p>Buy the book from Rosenfeld Media and use the Triangle UXPA Book Club discount code to receive 30% off!</p>
<p><b>Discount Code</b>: TRIUXPABC</p>
<p><span><a href=""http://rosenfeldmedia.com/books/ux-team-of-one/"">http://rosenfeldmedia.com/books/ux-team-of-one/</a> </span> <br />

</p>
<p> <br />

</p>
<p><b>From Rosenfeld Media</b>:</p>
<p>The User Experience Team of One prescribes a range of approaches that have big impact and take less time and fewer resources than the standard lineup of UX deliverables. Whether you want to cross over into user experience or you're a seasoned practitioner trying to drag your organization forward, this book gives you tools and insight for doing more with less.</p>
<p> <br />

</p>
<p><b>Parking</b>:</p>
<p>Centerline has plenty of after-hours street and lot parking available right out front and the book club happens at the big tables right inside the door.</p>
 <br />",2013-12-09,2013-11-08 09:02:09.371812,2013-11-08 09:02:09.371812,http://www.meetup.com/triupa-book-club/events/149086272/,Triangle UXPA Book Club,,
676,"Durham Discussion of ""The User Experience Team of One""","<p>The last book of 2013 will be ""User Experience Team of One"" by Leah Buley.</p>
<p>This discussion will be at Viget in downtown Durham. There is a separate listing for the <a href=""http://www.meetup.com/triupa-book-club/events/149086272/"">Raleigh discussion</a> on Monday, December 9th. Snacks and drinks will be provided.</p>
<p>Buy the book from Rosenfeld Media and use the Triangle UXPA Book Club discount code to receive 30% off!</p>
<p><b>Discount Code</b>: TRIUXPABC</p>
<p><a href=""http://rosenfeldmedia.com/books/ux-team-of-one/"">http://rosenfeldmedia.com/books/ux-team-of-one/</a> </p>
<p><b>From Rosenfeld Media</b>:</p>
<p>The User Experience Team of One prescribes a range of approaches that have big impact and take less time and fewer resources than the standard lineup of UX deliverables. Whether you want to cross over into user experience or you're a seasoned practitioner trying to drag your organization forward, this book gives you tools and insight for doing more with less.</p>
<p><b>Parking</b>:</p>
<p>To get there, I recommend parking in the garage at the intersection of Chapel Hill and Rigsbee. It's normally free after hours. Viget is upstairs from Rue Cler, and there's a marked door on the side of the building facing Rigsbee that'll get you up there. <br />

</p>",2013-12-11,2013-11-08 09:02:09.377385,2013-11-08 09:02:09.377385,http://www.meetup.com/triupa-book-club/events/149086572/,Triangle UXPA Book Club,,
519,Code for Raleigh: October Meetup,<p>Join Code for Raleigh and City of Raleigh CIO Gail Roper. Networking and social from 5:30-6:00 pm. Meet-up starts at 6:00 pm and we'll have an update and conversation with Gail Roper.</p>,2013-10-03,2013-10-03 09:01:05.145509,2013-10-03 09:01:05.145509,http://www.meetup.com/Triangle-Code-for-America/events/143139902/,Triangle Code for America,,
520,NSCoder Night - Raleigh - Weekly Hack Night,"<p><span>Per the comments below: Cafe Carolina is in the Arboretum Shopping Center at Harrison and Weston Parkway (take exit 287 off I-40)</span></p>
<p>(Thanks Keefe!)</p>
<p><span> <br />

</span></p>
<p><strong><span><span style=""font-size : small"">This is a completely open, free-form, ""just show up with a laptop (or a friend with a laptop) and hack on some Cocoa"" meeting. There's no agenda, and there's sure to be a great mix of coding and shooting the breeze about all things geeky. <em>(Hack night description blatantly stolen from Raleigh.rb's Ruby Hack Night)</em></span></span></strong></p>
<p><span><span style=""font-size : small"">See you there!</span></span></p>
<p><span><span style=""font-size : small"">NSCoder Night is a weekly event where Cocoa developers come together for some coding and camaraderie in the relaxed atmosphere of a coffee shop or pub with a wireless network. Rumor has it that in the before-time, in the long-long-ago, it was once referred to as Tuesday night.</span></span></p>
<p> </p>
<p> </p>",2013-10-08,2013-10-03 09:01:05.885765,2013-10-03 09:01:05.885765,http://www.meetup.com/nscoderrtp/events/142178302/,Triangle Cocoa - Mac and iOS Development Meetups,,
521,Splat Space Open Meeting,"<p>Open Meetings on Tuesdays include member show &amp; tell, project updates, and calls for collaborative hacking from 7pm-8pm. By 8:00pm, the meeting will break and everyone is free to mingle, work on projects, and get to know fellow hackers.</p>
<p>How to get here: <a href=""http://splatspace.org/location/"">http://splatspace.org/location/</a></p>
<p>We're in the basement below Beyu Caffe @ 331 W. Main St. Parking behind the building on Ramseur St -- there is plenty of parking and it's free on weekends and/or as long as you exit the lot after 7pm.</p>",2013-10-08,2013-10-03 09:01:05.896768,2013-10-03 09:01:05.896768,http://www.meetup.com/splatspace/events/143267382/,Splat Space - Durham's Hackerspace,,
522,Windows Game Developer Workshop,"<p><b>***Please Note***  <br />

Registration for this event is required at:</b> <a href=""https://msevents.microsoft.com/CUI/EventDetail.aspx?EventID=1032561873&amp;culture=en-US"">https://msevents.microsoft.com/CUI/EventDetail.aspx?EventID=1032561873&amp;culture=en-US</a></p>
<p>Whether you want to develop Games or Apps we've got workshops for you! These free hands-on workshops are perfect for beginning developers and experienced coders alike. Get individual guidance on marketing and publishing your app or game. Who knows? Your app could entertain, educate or even change the world!  <br />

 <br />

Seating is <i>very limited</i> – Registration is required for each workshop.</p>
<p>In this workshop you will learn to use a lean start-up approach to designing, coding, publishing and marketing games for Windows and Windows Phone. You will learn casual mobile game development using Game Frameworks such as ImpactJS and MonoGame as well as how to use tools like Unity, GameMaker and Construct 2. You will also learn how to market and monetize your games.</p>
<p>Refreshments will be served.  <br />

<a href=""http://aka.ms/Ig4y8q"">Entire Workshop Schedule - Register</a> for each separately.</p>",2013-10-23,2013-10-03 09:01:06.030597,2013-10-03 09:01:06.030597,http://www.meetup.com/TRINUG/events/140752172/,Triangle .NET User Group,,
523,Intro to Git & GitHub Workshop,"<p>Wanting to learn how to get starting with Git and Github, but needing a little guidance? Come to this workshop to <span>explore the foundations of Git and GitHub through practical every-day commands and processes during this 3-hour live training course.</span></p>
<p>Objectives <br />

 Understand how Git works and how to apply that to day to day development <br />

 Learn how GitHub makes distributed collaboration both effective and enjoyable <br />

 Practice the use of Pull Requests to make contributions to any project <br />

 Students <br />

 Students should attempt to complete the Git and GitHub Class Prerequisites: <a href=""http://teach.github.com/articles/github-class-prerequisites"">http://teach.github.com/articles/github-class-prerequisites</a></p>
<p>It's ok if you run into issues getting set up here, we'll make sure everyone's up and running at the beginning of the class.</p>
<p>If you complete the prerequisites and you'd like to get a head start on Git and GitHub, we recommend looking at <a href=""http://www.youtube.com/watch?v=pIGYELKPeog"">http://www.youtube.com/watch?v=pIGYELKPeog</a> to get familiar with a brief overview of the basics.</p>
<p>Class Topics <br />

 The Basics</p>
<p>History of Git <br />

 Sign up for GitHub <br />

 Set up Git <br />

 Creating repositories <br />

 Cloning repositories <br />

 Making changes to a file <br />

 Committing to a repository <br />

 Pushing to repositories <br />

 Next-Level Git and GitHub Maneuvers</p>
<p>Forking repositories <br />

 Opening Issues <br />

 Searching codebases <br />

 Branching <br />

 Opening Pull Requests <br />

 Adding service hooks</p>
<p>Pizza, salad and drinks will be provided the night of the event too! </p>
<p><span>Space is limited.</span> <br />

</p>
<p><b>Disclaimer: </b>Our program and curriculum are geared toward adults over the age of 18; at this time we do not accept minors as students in our courses and workshops.</p>",2013-10-24,2013-10-03 09:01:06.046596,2013-10-03 09:01:06.046596,http://www.meetup.com/Girl-Develop-It-RDU/events/141449612/,Girl Develop It RDU,,
524,"Durham Discussion of ""Microinteractions""","<p>Our next book that we'll be meeting to discuss Microinteractions by Dan Saffer.</p>
<p>You can buy the book directly from the publisher: <a href=""http://shop.oreilly.com/product/0636920027676.do"" target=""_blank"" class=""linkified"">http://shop.oreilly.com/product/0636920027676.do</a></p>
<p>From O'Reilly:</p>
<p>It’s the little things that turn a good digital product into a great one. With this practical book, you’ll learn how to design effective microinteractions: the small details that exist inside and around features. How can users change a setting? How do they turn on mute, or know they have a new email message?</p>
<p>Through vivid, real-world examples from today’s devices and applications, author Dan Saffer walks you through a microinteraction’s essential parts, then shows you how to use them in a mobile app, a web widget, and an appliance. You’ll quickly discover how microinteractions can change a product from one that’s tolerated into one that’s treasured.</p>
<p>• Explore a microinteraction’s structure: triggers, rules, feedback, modes, and loops</p>
<p>• Learn the types of triggers that initiate a microinteraction</p>
<p>• Create simple rules that define how your microinteraction can be used <br />

</p>
<p>• Help users understand the rules with feedback, using graphics, sounds, and vibrations <br />

</p>
<p>• Use modes to let users set preferences or modify a microinteraction <br />

</p>
<p>• Extend a microinteraction’s life with loops, such as “Get data every 30 seconds”</p>
<p> <br />

</p>
<p><b>Parking: </b> <br />

 • Free lot next to Fishmonger’s on Main Street.  <br />

 • Paid lot (Epocrates will validate) in front of Morgan Imports/Parker &amp; Otis also off of Main St at the corner of Main and Gregson.  <br />

 • Free parking after hours along Peabody Street.  <br />

 <br />

</p>
<p>Enter at the door with the awning at the corner of Peabody and Gregson (look for a TriUXPA sign). Go through the door on the left of the entry-way. The room is on the right in the hall (look for the Epocrates logo and another TriUXPA sign). The room is very easy to find as long as you enter at this corner.</p>
<p>Location Protip: bring a sweater. For some reason the air conditioning in that room can be out of control.</p>
 <br />

 <br />",2013-10-30,2013-10-03 09:01:06.061652,2013-10-03 09:01:06.061652,http://www.meetup.com/triupa-book-club/events/133787702/,Triangle UXPA Book Club,,
